market_id,ts,side,token_price,token_id,trade_signal,result_win,queue_ahead,filled,fill_fraction,filled_ts,pnl
btc-updown-5m-1772788200,1772788386,UP,0.02,33243297025946373889613743647917596331008698812249854436536188763165622994468,True,False,1486.43,0.0,0.0,,0.0
btc-updown-5m-1772788200,1772788396,UP,0.02,33243297025946373889613743647917596331008698812249854436536188763165622994468,True,False,1290.37,0.0,0.0,,0.0
btc-updown-5m-1772788200,1772788406,UP,0.01,33243297025946373889613743647917596331008698812249854436536188763165622994468,True,False,6145.21,0.0,0.0,,0.0
btc-updown-5m-1772788200,1772788416,UP,0.01,33243297025946373889613743647917596331008698812249854436536188763165622994468,True,False,576.89,433.55,0.8671,1772788421,-4.335500000000001
btc-updown-5m-1772788500,1772788683,UP,0.02,63067970237509125112911711237645756543893977910621796298945349501443133441969,True,True,2487.13,0.0,0.0,,0.0
btc-updown-5m-1772788800,1772788995,UP,0.02,88541634349445786712977728700237952614819940693724490635248050724100699751069,True,False,4465.31,0.0,0.0,,0.0
btc-updown-5m-1772788800,1772789005,UP,0.02,88541634349445786712977728700237952614819940693724490635248050724100699751069,True,False,455.28,500.0,1.0,1772789025,-10.0
btc-updown-5m-1772788800,1772789018,UP,0.02,88541634349445786712977728700237952614819940693724490635248050724100699751069,True,False,524.02,500.0,1.0,1772789025,-10.0
btc-updown-5m-1772788800,1772789029,UP,0.01,88541634349445786712977728700237952614819940693724490635248050724100699751069,True,False,4621.92,0.0,0.0,,0.0
btc-updown-5m-1772789100,1772789329,UP,0.02,102485930984562542319490607988637244831334117374395776960548512919863404157838,True,False,209.2,188.29,0.37657999999999997,1772789389,-3.7658
btc-updown-5m-1772789100,1772789339,UP,0.02,102485930984562542319490607988637244831334117374395776960548512919863404157838,True,False,1627.1,0.0,0.0,,0.0
btc-updown-5m-1772789100,1772789369,UP,0.02,102485930984562542319490607988637244831334117374395776960548512919863404157838,True,False,805.89,0.0,0.0,,0.0
btc-updown-5m-1772789100,1772789379,UP,0.01,102485930984562542319490607988637244831334117374395776960548512919863404157838,True,False,8647.67,0.0,0.0,,0.0
btc-updown-5m-1772789700,1772789932,DOWN,0.02,85466804985023538102310229640776431806542777032505233366799440281346920781016,True,False,3514.01,0.0,0.0,,0.0
btc-updown-5m-1772789700,1772789975,DOWN,0.01,85466804985023538102310229640776431806542777032505233366799440281346920781016,True,False,199.96,0.0,0.0,,0.0
btc-updown-5m-1772789700,1772789986,DOWN,0.01,85466804985023538102310229640776431806542777032505233366799440281346920781016,True,False,4489.18,0.0,0.0,,0.0
btc-updown-5m-1772790000,1772790216,DOWN,0.01,17743267742230056647242196872893243335019829164825077813639810030562384928443,True,False,5343.41,0.0,0.0,,0.0
btc-updown-5m-1772790300,1772790560,UP,0.01,33294625584173741692321451223747116533674972906989262194189181076254239316843,True,False,8293.43,0.0,0.0,,0.0
btc-updown-5m-1772790600,1772790846,DOWN,0.01,55474100839751283449895269994986798807048989491968252722730464713333328579879,True,False,11657.55,0.0,0.0,,0.0
btc-updown-5m-1772790600,1772790856,DOWN,0.02,55474100839751283449895269994986798807048989491968252722730464713333328579879,True,False,262.74,207.09,0.41418,1772790887,-4.1418
btc-updown-5m-1772790600,1772790866,DOWN,0.01,55474100839751283449895269994986798807048989491968252722730464713333328579879,True,False,3717.16,0.0,0.0,,0.0
btc-updown-5m-1772790600,1772790876,DOWN,0.01,55474100839751283449895269994986798807048989491968252722730464713333328579879,True,False,1625.3,0.0,0.0,,0.0
btc-updown-5m-1772790600,1772790886,DOWN,0.01,55474100839751283449895269994986798807048989491968252722730464713333328579879,True,False,790.64,0.0,0.0,,0.0
btc-updown-5m-1772790900,1772791146,DOWN,0.02,24327958268116446635685082517075053999795002196207331496846882365682824563088,True,False,381.99,227.74000000000004,0.45548000000000005,1772791185,-4.554800000000001
btc-updown-5m-1772790900,1772791158,DOWN,0.02,24327958268116446635685082517075053999795002196207331496846882365682824563088,True,False,1537.11,0.0,0.0,,0.0
btc-updown-5m-1772790900,1772791169,DOWN,0.02,24327958268116446635685082517075053999795002196207331496846882365682824563088,True,False,577.55,0.0,0.0,,0.0
btc-updown-5m-1772790900,1772791179,DOWN,0.01,24327958268116446635685082517075053999795002196207331496846882365682824563088,True,False,1005.9,0.0,0.0,,0.0
btc-updown-5m-1772793000,1772793185,UP,0.02,31519425674583992090214923366966458923300386142092947055851622423300572677686,True,False,274.85,0.0,0.0,,0.0
btc-updown-5m-1772793000,1772793195,UP,0.02,31519425674583992090214923366966458923300386142092947055851622423300572677686,True,False,410.73,0.0,0.0,,0.0
btc-updown-5m-1772793300,1772793583,UP,0.01,28069487916197478510782268289156497576485248125407891657424442394779167359162,True,False,2663.52,0.0,0.0,,0.0
btc-updown-5m-1772795100,1772795388,DOWN,0.01,47751778583062675020536935486708860021580368174436219174501546800364550291118,True,True,9572.56,0.0,0.0,,0.0
btc-updown-5m-1772796900,1772797121,DOWN,0.01,75369892256366803397108635811136123288388924601430496073954683231178816097642,True,False,329.68,500.0,1.0,1772797165,-5.0
btc-updown-5m-1772797500,1772797771,UP,0.01,92214159712089687918583814537524040144552544655895435214393412769646615273093,True,False,6966.07,0.0,0.0,,0.0
btc-updown-5m-1772799000,1772799194,DOWN,0.02,11686482572193885283333113047051184326064640607622036710152544370675934910873,True,False,9117.3,0.0,0.0,,0.0
btc-updown-5m-1772799600,1772799855,UP,0.02,75534528719486585796717912632758263205159627562012561886686287659404311443919,True,False,1276.96,0.0,0.0,,0.0
btc-updown-5m-1772799600,1772799866,UP,0.01,75534528719486585796717912632758263205159627562012561886686287659404311443919,True,False,7378.37,0.0,0.0,,0.0
btc-updown-5m-1772799600,1772799877,UP,0.01,75534528719486585796717912632758263205159627562012561886686287659404311443919,True,False,2887.35,0.0,0.0,,0.0
btc-updown-5m-1772800500,1772800713,UP,0.01,52677988440781600214977074750159633421809249078338747405632769662128734795018,True,False,6587.16,0.0,0.0,,0.0
btc-updown-5m-1772800500,1772800723,UP,0.01,52677988440781600214977074750159633421809249078338747405632769662128734795018,True,False,4320.31,0.0,0.0,,0.0
btc-updown-5m-1772800500,1772800733,UP,0.01,52677988440781600214977074750159633421809249078338747405632769662128734795018,True,False,304.5,500.0,1.0,1772800755,-5.0
btc-updown-5m-1772800500,1772800743,UP,0.02,52677988440781600214977074750159633421809249078338747405632769662128734795018,True,False,292.95,500.0,1.0,1772800753,-10.0
btc-updown-5m-1772801400,1772801581,DOWN,0.02,75063877319423810596713582102143584956540728200788192778258558090493102936950,True,False,61.0,342.40999999999997,0.68482,1772801633,-6.848199999999999
btc-updown-5m-1772801400,1772801592,DOWN,0.02,75063877319423810596713582102143584956540728200788192778258558090493102936950,True,False,2197.34,0.0,0.0,,0.0
btc-updown-5m-1772801400,1772801623,DOWN,0.02,75063877319423810596713582102143584956540728200788192778258558090493102936950,True,False,746.84,0.0,0.0,,0.0
btc-updown-5m-1772802900,1772803187,DOWN,0.02,100306966394899784727953035418445844520028916352707295553339621853881816302435,True,False,3436.77,0.0,0.0,,0.0
